intent,web_ref,title,price,suburb,city,property_type,beds,baths,availability,deposit,lease_period,address,agent,phones,whatsapp_links,exclude_tags,url
buy,AP23452,1 Bedroom Retirement Unit For Sale in Equestria,"R890,000",Equestria,Pretoria,Retirement Unit,1,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/2833386/
buy,AP23908,2 Bedroom Retirement Unit For Sale in Equestria,"R1,295,000",Equestria,Pretoria,Retirement Unit,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/retirement-unit/3054383/
buy,AP24028,2 Bedroom Townhouse For Sale in Bela Bela,"R750,000",Bela Bela,Bela Bela,Townhouse,2,1,,,,,,065 921 3851; 065 851 0009,[065 921 3851](https://wa.me/27659213851); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/townhouse/3121994/
buy,AP23950,3 Bedroom Package Home For Sale in Silver Lakes,"R4,341,000",Silver Lakes,Pretoria,Package Home,3,2,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3080627/
buy,AP23272,889m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718442/
buy,AP22641,2 Bedroom Apartment For Sale in Menlyn,"R1,100,000",Menlyn,Pretoria,Apartment,2,1,,,,,,061 409 4722; 012 348 0123,[061 409 4722](https://wa.me/27614094722),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlyn/apartment/1844985/
buy,AP24080,2 Bedroom Duplex For Sale in Pretoriuspark,"R1,070,000",Pretoriuspark,Pretoria,Duplex,2,2,,,,,Liezl Janse Van Rensburg,084 851 0492; 012 348 0123,[084 851 0492](https://wa.me/27848510492),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoriuspark/duplex/3144615/
buy,AP24043,"1,271m2 Vacant Land For Sale in Bankenveld Golf Estate","R1,350,000",Bankenveld Golf Estate,Witbank,Vacant Land,,,,,,,Charlotte Erasmus,082 444 5332; 013 590 0665,[082 444 5332](https://wa.me/27824445332),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/bankenveld-golf-estate/vacant-land/3130894/
buy,AP6536,2 Bedroom Apartment For Sale in Del Judor,"R699,000",Del Judor,Witbank,Apartment,2,1,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/del-judor/apartment/845542/
buy,AP21015,43Ha Farm For Sale in Mookgopong,"R3,230,000",Mookgopong,Mookgopong,Farm,2,1,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/1075158/
buy,AP23634,"32,200m2 Vacant Land For Sale in Olympus AH","R7,380,000",Olympus Ah,Pretoria,Vacant Land,,,,,,"454 Achylles str, Olympus AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/olympus-ah/vacant-land/2937573/454-achylles-str/
buy,AP23976,8.50Ha Smallholding For Sale in Bela Bela Rural,"R3,392,000",Bela Bela Rural,Bela Bela,Smallholding,15,8,,,,,Street View,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/3092583/
buy,AP23279,868m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718721/
buy,AP23934,3 Bedroom Retirement Unit For Sale in Die Hoewes,"R1,595,000",Die Hoewes,Centurion,Retirement Unit,3,1,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/centurion/die-hoewes/retirement-unit/3079333/
buy,AP16051,1 Bedroom Apartment For Sale in Hatfield,"R780,000",Hatfield,Pretoria,Apartment,1,1,,,,,Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/846211/
buy,AP22725,"42,000m2 Smallholding For Sale in Tiegerpoort AH","R12,950,000",Tiegerpoort Ah,Pretoria,Smallholding,17,12,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/tiegerpoort-ah/smallholding/2183029/
buy,AP23898,3 Bedroom Townhouse For Sale in Val De Grace,"R1,249,000",Val De Grace,Pretoria,Townhouse,3,2.5,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/val-de-grace/townhouse/3049633/
buy,AP15008,335Ha Farm For Sale in Mookgopong,"R24,650,000",Mookgopong,Mookgopong,Farm,4,3,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/846100/
buy,AP23030,6 Bedroom House For Sale in Six Fountains Residential Estate,"R12,500,000",Six Fountains Residential Estate,Pretoria,House,6,6.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/house/2378236/
buy,AP23948,2 Bedroom Package Home For Sale in Hazeldean,"R5,265,000",Hazeldean,Pretoria,Package Home,2,2.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hazeldean/package-home/3080542/
buy,AP22844,2 Bedroom House For Sale in Waterkloof,"R4,700,000",Waterkloof,Pretoria,House,2,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/house/2264787/
buy,AP24022,5 Bedroom Guest House For Sale in Bela Bela,"R3,200,000",Bela Bela,Bela Bela,Guest House,5,4,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/guest-house/3119543/
buy,AP23444,4 Bedroom Sectional Title For Sale in Mookgopong,"R1,060,000",Mookgopong,Mookgopong,Sectional Title,4,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/sectional-title/2830854/
buy,AP23921,8.50Ha Smallholding For Sale in Bela Bela Rural,"R1,855,000",Bela Bela Rural,Bela Bela,Smallholding,2,2,,,,,,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/3073544/
buy,AP9158,15Ha Vacant Land For Sale in Mookgopong,"R1,050,000",Mookgopong,Mookgopong,Vacant Land,,,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/vacant-land/845672/
buy,AP22960,4 Bedroom House For Sale in Mookgopong,"R2,220,000",Mookgopong,Mookgopong,House,4,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/2342771/
buy,AP23783,756m2 Vacant Land For Sale in Six Fountains Residential Estate,"R2,400,000",Six Fountains Residential Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/six-fountains-residential-estate/vacant-land/3013589/
buy,AP23970,2 Bedroom Apartment For Sale in Waterkloof,"R1,999,000",Waterkloof,Pretoria,Apartment,2,2,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/apartment/3088135/
buy,AP22717,3 Bedroom Townhouse For Sale in Olympus AH,"R2,650,000",Olympus Ah,Pretoria,Townhouse,3,2,,,,,,061 409 4722; 012 348 0123,[061 409 4722](https://wa.me/27614094722),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/olympus-ah/townhouse/2179917/
buy,AP23160,3 Bedroom Duplex For Sale in Silverton,"R1,250,000",Silverton,Pretoria,Duplex,3,2,,,,"64 Autunm View, 2 Presedent, Silverton, Pretoria",Marianne Kenny,072 456 1802; 012 348 0123,[072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverton/duplex/2474568/64-autunm-view-2-presedent/
buy,AP24001,3 Bedroom House For Sale in Equestria,"R2,795,000",Equestria,Pretoria,House,3,2.5,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/house/3111501/
buy,AP23723,5 Bedroom House For Sale in Blue Valley Golf Estate,"R7,599,000",Blue Valley Golf Estate,Centurion,House,5,7,,,,"1930 Edinburgh Street, Blue Valley Golf Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/blue-valley-golf-estate/house/2977902/1930-edinburgh-street/
buy,AP23963,4 Bedroom House For Sale in Waterkloof,"R6,500,000",Waterkloof,Pretoria,House,4,3,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/house/3084437/
buy,AP23752,2 Bedroom Sectional Title For Sale in Bela Bela,"R750,000",Bela Bela,Bela Bela,Sectional Title,2,1,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/sectional-title/2994386/
buy,AP23873,4 Bedroom House For Sale in Waterkloof Heights,"R4,975,000",Waterkloof Heights,Pretoria,House,4,5,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-heights/house/3038252/
buy,AP24090,6 Bedroom House For Sale in Valley View Estate,"R5,950,000",Valley View Estate,Centurion,House,6,5.5,,,,,Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/valley-view-estate/house/3149092/
buy,AP21663,20 Bedroom Lodge For Sale in Mookgopong,"R4,300,000",Mookgopong,Mookgopong,Lodge,20,20,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/lodge/1281059/
buy,AP22688,2 Bedroom Townhouse For Sale in Bela-Bela Ext 5,"R1,700,000",Bela Bela Ext 5,Bela Bela,Townhouse,2,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-ext-5/townhouse/1860010/
buy,AP24101,3 Bedroom House For Sale in Lynnwood Ridge,"R4,280,000",Lynnwood Ridge,Pretoria,House,3,2.5,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood-ridge/house/3155348/
buy,AP19224,3 Bedroom House For Sale in Brooklyn,"R3,490,000",Brooklyn,Pretoria,House,3,2,,,,,Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/brooklyn/house/844221/
buy,AP19857,4 Bedroom House For Sale in Model Park,"R2,950,000",Model Park,Witbank,House,4,3.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/model-park/house/846549/
buy,AP23284,930m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718861/
buy,AP23286,947m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718906/
buy,AP24037,3 Bedroom Gated Estate For Sale in Buffelspoort Eco Estate,"R2,650,000",Buffelspoort Eco Estate,Modimolle,Gated Estate,3,3,,,,,,082 490 7659; 065 851 0009,[082 490 7659](https://wa.me/27824907659); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/buffelspoort-eco-estate/gated-estate/3126888/
buy,AP23245,2 Bedroom Retirement Unit For Sale in Bela Bela,"R860,000",Bela Bela,Bela Bela,Retirement Unit,2,1,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/retirement-unit/2618806/
buy,AP22030,5 Bedroom Freestanding For Sale in Shona Langa,"R3,730,000",Shona Langa,Thabazimbi,Freestanding,5,5,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/thabazimbi/shona-langa/freestanding/1501323/
buy,AP24041,5.20Ha Farm For Sale in Bela Bela,"R3,390,000",Bela Bela,Bela Bela,Farm,7,3.5,,,,,,082 490 7659; 065 851 0009,[082 490 7659](https://wa.me/27824907659); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/farm/3130270/
buy,AP24135,3 Bedroom Duet For Sale in Centurion Golf Estate,"R2,900,000",Centurion Golf Estate,Centurion,Duet,3,2,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/centurion-golf-estate/duet/3170379/
buy,AP23741,3 Bedroom Freestanding For Sale in Kosmosdal,"R2,000,000",Kosmosdal,Centurion,Freestanding,3,2.5,,,,"6830 Waterberg Drive, Kosmosdal, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/kosmosdal/freestanding/2987306/6830-waterberg-drive/
buy,AP23066,2 Bedroom Sectional Title For Sale in Mookgopong,"R790,000",Mookgopong,Mookgopong,Sectional Title,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/sectional-title/2397045/
buy,AP23757,3 Bedroom Duet For Sale in Moreleta Park,"R2,995,000",Moreleta Park,Pretoria,Duet,3,2,,,,,Herman Van Rooy,082 494 1449; 012 348 0123,[082 494 1449](https://wa.me/27824941449),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/moreleta-park/duet/2996301/
buy,AP19365,0.5 Bedroom Apartment For Sale in Hatfield,"R690,000",Hatfield,Pretoria,Apartment,0.5,1,,,,,Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/845460/
buy,AP22560,4 Bedroom House For Sale in Waterkloof Ridge,"R3,900,000",Waterkloof Ridge,Pretoria,House,4,3,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof-ridge/house/1813237/
buy,AP18711,5 Bedroom House For Sale in Zwavelpoort AH,"R10,900,000",Zwavelpoort Ah,Pretoria,House,5,5,,,,,Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/zwavelpoort-ah/house/851739/
buy,AP23997,3 Bedroom House For Sale in Pierre Van Ryneveld,"R1,640,000",Pierre Van Ryneveld,Centurion,House,3,1,,,,,Lenie Visage,083 259 5342; 012 348 0123; 084 870 1465,[083 259 5342](https://wa.me/27832595342); [084 870 1465](https://wa.me/27848701465),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/pierre-van-ryneveld/house/3106820/
buy,AP23457,2 Bedroom Apartment For Sale in Bela Bela,"R450,000",Bela Bela,Bela Bela,Apartment,2,1,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/apartment/2838078/
buy,AP23018,2 Bedroom House For Sale in Mookgopong,"R680,000",Mookgopong,Mookgopong,House,2,1,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/2372464/
buy,AP23275,909m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,000,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718589/
buy,AP24139,2 Bedroom Apartment For Sale in Olympus AH,"R975,000",Olympus Ah,Pretoria,Apartment,2,1,,,,,Fransie Pienaar,082 338 3037; 012 348 0123,[082 338 3037](https://wa.me/27823383037),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/olympus-ah/apartment/3175655/
buy,AP21294,3 Bedroom Penthouse For Sale in Menlo Park,"R2,985,000",Menlo Park,Pretoria,Penthouse,3,3,,,,,Marianne Kenny,072 456 1802; 012 348 0123,[072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlo-park/penthouse/1180166/
